Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
MSLAZ_2145	MSLAZ_2145	583	Query	-	528	3.10E-167	570.4	17.4	1	1	1.50E-171	3.60E-167	570.1397705	17.38	4	525	43	560	40	563	0.98	Heat shock protein 60 family chaperone GroEL		0
GLYMA_07G149200	GLYMA_07G149200	511	Query	-	528	3.30E-167	570.2	14.2	1	1	1.80E-171	4.30E-167	569.8590698	14.22	13	492	19	505	8	508	0.98	hypothetical protein		0
Bo3g010850	Bo3g010850	535	Query	-	528	4.20E-167	569.9	4.9	1	1	2.00E-171	4.70E-167	569.7533569	4.87	4	524	2	532	1	535	0.98			0
GSBRNA2T00130095001	GSBRNA2T00130095001	535	Query	-	528	4.20E-167	569.9	4.9	1	1	2.00E-171	4.70E-167	569.7533569	4.87	4	524	2	532	1	535	0.98			1
XU18_1825	XU18_1825	528	Query	-	528	4.40E-167	569.8	4.8	1	1	2.00E-171	4.90E-167	569.6896362	4.81	10	519	5	527	1	528	0.96	T-complex protein 1 delta subunit		0
OBART05G25300	OBART05G25300	516	Query	-	528	4.40E-167	569.8	15.4	1	2	2.20E-47	5.30E-43	160.3824005	2.05	7	122	5	122	2	127	0.95			0
OBART05G25300	OBART05G25300	516	Query	-	528	4.40E-167	569.8	15.4	2	2	7.90E-125	1.90E-120	415.9524231	5.55	146	524	124	498	122	501	0.99			0
CEG37275	CEG37275	511	Query	-	528	4.50E-167	569.8	14.5	1	1	2.20E-169	5.20E-165	563.0045166	14.48	14	519	18	510	8	511	0.98	t-complex protein delta subunit		0
AURANDRAFT_54894	AURANDRAFT_54894	659	Query	-	528	4.60E-167	569.8	1.8	1	1	2.40E-171	5.70E-167	569.4587402	1.8	16	525	122	647	110	650	0.97	hypothetical protein		0
HLASF_2013	HLASF_2013	556	Query	-	528	4.80E-167	569.7	17.3	1	1	2.40E-171	5.70E-167	569.4662476	17.27	3	523	9	529	7	534	0.96	thermosome subunit beta		0
POPTR_017G113600v3	POPTR_017G113600v3	535	Query	-	528	5.20E-167	569.6	2.5	1	1	2.40E-171	5.70E-167	569.4577026	2.5	4	524	2	532	1	535	0.98	hypothetical protein		0
PRUPE_3G238800	PRUPE_3G238800	535	Query	-	528	5.20E-167	569.6	2.9	1	1	2.40E-171	5.80E-167	569.444458	2.85	5	524	3	532	1	535	0.98	hypothetical protein		0
MA_1682	MA_1682	547	Query	-	528	5.30E-167	569.6	18.1	1	1	2.60E-171	6.20E-167	569.3391113	18.12	3	525	6	524	4	527	0.98	Hsp60		0
AET5Gv20789500	AET5Gv20789500	484	Query	-	528	5.50E-167	569.5	10.1	1	1	2.60E-171	6.10E-167	569.3648071	10.15	45	525	1	481	1	484	0.98			0
TRIDC5BG054220	TRIDC5BG054220	484	Query	-	528	5.50E-167	569.5	10.1	1	1	2.60E-171	6.10E-167	569.3648071	10.15	45	525	1	481	1	484	0.98			0
OGLUM05G26900	OGLUM05G26900	516	Query	-	528	5.50E-167	569.5	14.5	1	2	2.20E-47	5.30E-43	160.3824005	2.05	7	122	5	122	2	127	0.95			0
OGLUM05G26900	OGLUM05G26900	516	Query	-	528	5.50E-167	569.5	14.5	2	2	1.00E-124	2.40E-120	415.6101074	4.63	146	524	124	498	122	501	0.99			0
ORUFI05G27100	ORUFI05G27100	516	Query	-	528	5.50E-167	569.5	14.5	1	2	2.20E-47	5.30E-43	160.3824005	2.05	7	122	5	122	2	127	0.95			0
ORUFI05G27100	ORUFI05G27100	516	Query	-	528	5.50E-167	569.5	14.5	2	2	1.00E-124	2.40E-120	415.6101074	4.63	146	524	124	498	122	501	0.99			0
ONIVA05G26500	ONIVA05G26500	516	Query	-	528	5.50E-167	569.5	14.5	1	2	2.20E-47	5.30E-43	160.3824005	2.05	7	122	5	122	2	127	0.95			0
ONIVA05G26500	ONIVA05G26500	516	Query	-	528	5.50E-167	569.5	14.5	2	2	1.00E-124	2.40E-120	415.6101074	4.63	146	524	124	498	122	501	0.99			0
GSBRNA2T00035303001	GSBRNA2T00035303001	536	Query	-	528	5.90E-167	569.4	4	1	1	2.70E-171	6.50E-167	569.2669678	4.01	4	525	2	533	1	536	0.98	BnaC09g41780D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GJ20]		0
XU18_5104	XU18_5104	531	Query	-	528	6.20E-167	569.3	8	1	1	3.20E-171	7.70E-167	569.0323486	8.02	3	519	11	528	9	530	0.98	chaperonin containing t-complex protein		0
TM35_000122690	TM35_000122690	537	Query	-	528	6.60E-167	569.3	15.5	1	1	3.40E-171	8.20E-167	568.9404907	15.46	8	520	8	536	2	537	0.96	"putative T-complex protein 1, delta subunit"		0
ABL78_6394	ABL78_6394	547	Query	-	528	6.60E-167	569.3	12.1	1	1	3.30E-171	7.90E-167	568.9975586	12.06	13	526	14	544	3	546	0.97	putative Chaperonin alpha subunit		0
DU63_03250	DU63_03250	545	Query	-	528	6.90E-167	569.2	18.9	1	1	3.30E-171	8.00E-167	568.9840088	18.94	3	524	6	521	4	525	0.98	thermosome subunit		0
A9239_14585	A9239_14585	547	Query	-	528	7.10E-167	569.2	16.8	1	1	3.50E-171	8.30E-167	568.9346924	16.76	3	524	6	523	4	527	0.98	thermosome subunit		0
MSBRM_2162	MSBRM_2162	547	Query	-	528	7.10E-167	569.2	16.8	1	1	3.50E-171	8.30E-167	568.9346924	16.76	3	524	6	523	4	527	0.98	Heat shock protein 60 family chaperone GroEL		0
MSBR2_0246	MSBR2_0246	547	Query	-	528	7.10E-167	569.2	16.8	1	1	3.50E-171	8.30E-167	568.9346924	16.76	3	524	6	523	4	527	0.98	Heat shock protein 60 family chaperone GroEL		0
MCM1_0227	MCM1_0227	547	Query	-	528	7.10E-167	569.2	16.8	1	1	3.50E-171	8.30E-167	568.9346924	16.76	3	524	6	523	4	527	0.98	thermosome subunit		0
EBH_0029200	EBH_0029200	501	Query	-	528	7.10E-167	569.1	10	1	1	3.70E-171	8.80E-167	568.8500366	10.01	22	520	5	499	3	501	0.98	"TCP-1/cpn60 family chaperonin, putative"		0
DYB32_000216	DYB32_000216	963	Query	-	528	7.30E-167	569.1	1.4	1	1	3.90E-171	9.20E-167	568.7727051	1.35	27	522	457	961	449	963	0.98	hypothetical protein		0
TRIDC7BG018200	TRIDC7BG018200	532	Query	-	528	7.40E-167	569.1	18.7	1	2	3.20E-107	7.60E-103	357.8548889	7.7	13	301	29	320	17	326	0.96			0
TRIDC7BG018200	TRIDC7BG018200	532	Query	-	528	7.40E-167	569.1	18.7	2	2	1.20E-64	2.80E-60	217.374939	3.25	333	524	329	528	320	532	0.97			0
Solyc02g063090.3	Solyc02g063090.3	535	Query	-	528	7.40E-167	569.1	6.3	1	1	3.50E-171	8.30E-167	568.934082	6.34	4	524	2	532	1	535	0.98			0
HORVU6Hr1G025270	HORVU6Hr1G025270	510	Query	-	528	7.50E-167	569.1	0.8	1	1	3.60E-171	8.60E-167	568.8779907	0.77	44	525	1	484	1	487	0.97			0
AET4Gv20624300	AET4Gv20624300	484	Query	-	528	7.90E-167	569	10.6	1	1	3.70E-171	8.70E-167	568.8562622	10.62	45	525	1	481	1	484	0.98			0
POPTR_004G101500v3	POPTR_004G101500v3	535	Query	-	528	8.00E-167	569	2.7	1	1	3.70E-171	8.90E-167	568.8203125	2.71	5	524	3	532	1	535	0.98	hypothetical protein		0
HLASA_1999	HLASA_1999	556	Query	-	528	8.30E-167	568.9	16.8	1	1	4.10E-171	9.90E-167	568.6778564	16.8	3	523	9	529	7	534	0.96	thermosome subunit beta		0
C448_09295	C448_09295	550	Query	-	528	8.30E-167	568.9	21.3	1	1	4.20E-171	1.00E-166	568.6466675	21.26	7	522	3	516	1	521	0.97	thermosome		0
OMERI10G12250	OMERI10G12250	546	Query	-	528	8.30E-167	568.9	6.4	1	1	4.20E-171	1.00E-166	568.6517334	6.38	12	519	19	545	8	546	0.96			0
TRIDC4BG043560	TRIDC4BG043560	484	Query	-	528	8.40E-167	568.9	10.5	1	1	3.90E-171	9.40E-167	568.7553101	10.53	45	525	1	481	1	484	0.98			0
MSVAZ_2101	MSVAZ_2101	547	Query	-	528	8.80E-167	568.8	19	1	1	4.30E-171	1.00E-166	568.6207886	18.95	3	524	6	523	4	527	0.99	Heat shock protein 60 family chaperone GroEL		0
MSSIH_1441	MSSIH_1441	547	Query	-	528	8.90E-167	568.8	16.9	1	1	4.30E-171	1.00E-166	568.6172485	16.92	3	524	6	523	4	527	0.99	Heat shock protein 60 family chaperone GroEL		0
MSSAC_1524	MSSAC_1524	547	Query	-	528	8.90E-167	568.8	16.9	1	1	4.30E-171	1.00E-166	568.6172485	16.92	3	524	6	523	4	527	0.99	Heat shock protein 60 family chaperone GroEL		0
SARC_07497	SARC_07497	537	Query	-	528	9.40E-167	568.8	19.7	1	1	4.60E-171	1.10E-166	568.5328369	19.66	30	525	2	521	1	524	0.98	T-complex protein 1 subunit alpha		0
C495_04412	C495_04412	553	Query	-	528	9.60E-167	568.7	18.1	1	1	5.00E-171	1.20E-166	568.413269	18.1	3	522	9	526	7	531	0.97	thermosome		0
POPTR_T147600v3	POPTR_T147600v3	535	Query	-	528	1.00E-166	568.7	2.4	1	1	4.60E-171	1.10E-166	568.5109863	2.43	4	524	2	532	1	535	0.98	hypothetical protein		0
AET1Gv20539800	AET1Gv20539800	469	Query	-	528	1.00E-166	568.7	2.1	1	1	5.00E-171	1.20E-166	568.3973389	2.07	59	519	2	466	1	468	0.99			0
Al_scaffold_0006_1513	Al_scaffold_0006_1513	535	Query	-	528	1.00E-166	568.6	5.4	1	1	4.80E-171	1.10E-166	568.4714355	5.37	4	525	2	532	1	535	0.98	TCP-1/cpn60 chaperonin family protein [Source:Projected from Arabidopsis thaliana (AT5G16070) TAIR;Acc:AT5G16070]		0
EO93_07575	EO93_07575	547	Query	-	528	1.20E-166	568.5	19.4	1	1	6.00E-171	1.40E-166	568.1363525	19.43	4	524	7	523	4	526	0.98	thermosome subunit		0
EO95_07435	EO95_07435	547	Query	-	528	1.20E-166	568.5	19.4	1	1	6.00E-171	1.40E-166	568.1363525	19.43	4	524	7	523	4	526	0.98	thermosome subunit		0
DFA_11868	DFA_11868	539	Query	-	528	1.20E-166	568.5	1.2	1	1	6.20E-171	1.50E-166	568.088623	1.18	15	521	14	526	2	531	0.98	chaperonin containing TCP1 zeta subunit		0
EHI7A_082490	EHI7A_082490	533	Query	-	528	1.40E-166	568.1	17	1	1	6.80E-171	1.60E-166	567.9605103	17.04	3	525	9	531	7	533	0.98	"T-complex protein 1 subunit beta, putative"		0
EHI_103270	EHI_103270	533	Query	-	528	1.40E-166	568.1	17	1	1	6.80E-171	1.60E-166	567.9605103	17.04	3	525	9	531	7	533	0.98			0
EHI8A_084320	EHI8A_084320	533	Query	-	528	1.40E-166	568.1	17	1	1	6.80E-171	1.60E-166	567.9605103	17.04	3	525	9	531	7	533	0.98	"T-complex protein 1, beta subunit, putative"		0
EHI5A_124130	EHI5A_124130	533	Query	-	528	1.40E-166	568.1	17	1	1	6.80E-171	1.60E-166	567.9605103	17.04	3	525	9	531	7	533	0.98	"T-complex protein subunit beta, putative"		0
KM1_152170	KM1_152170	533	Query	-	528	1.40E-166	568.1	17	1	1	6.80E-171	1.60E-166	567.9605103	17.04	3	525	9	531	7	533	0.98	"T-complex protein 1 subunit beta, putative"		0
CL6EHI_103270	CL6EHI_103270	533	Query	-	528	1.40E-166	568.1	17	1	1	6.80E-171	1.60E-166	567.9605103	17.04	3	525	9	531	7	533	0.98	t-complex protein 1 beta subunit putative		0
STK_08200	STK_08200	545	Query	-	528	1.60E-166	568	17	1	1	7.40E-171	1.80E-166	567.8484497	16.96	7	526	4	527	1	529	0.97	rosettasome gamma subunit		0
Gasu_31180	Gasu_31180	533	Query	-	528	1.60E-166	568	0.4	1	1	8.00E-171	1.90E-166	567.7338257	0.42	4	522	2	525	1	530	0.98	T-complex protein 1 subunit		0
EO97_12815	EO97_12815	547	Query	-	528	1.60E-166	568	20.7	1	1	7.90E-171	1.90E-166	567.7553711	20.68	4	525	7	524	4	527	0.98	thermosome subunit		0
EO98_14870	EO98_14870	547	Query	-	528	1.60E-166	568	20.7	1	1	7.90E-171	1.90E-166	567.7553711	20.68	4	525	7	524	4	527	0.98	thermosome subunit		0
EO94_00780	EO94_00780	547	Query	-	528	1.60E-166	568	20.7	1	1	7.90E-171	1.90E-166	567.7553711	20.68	4	525	7	524	4	527	0.98	thermosome subunit		0
EO96_14995	EO96_14995	547	Query	-	528	1.60E-166	568	20.7	1	1	7.90E-171	1.90E-166	567.7553711	20.68	4	525	7	524	4	527	0.98	thermosome subunit		0
ENU1_210080	ENU1_210080	533	Query	-	528	1.70E-166	567.9	17	1	1	7.90E-171	1.90E-166	567.748291	17.05	3	525	9	531	7	533	0.98	"T-complex protein 1, beta subunit protein"		0
TraAM80_01906	TraAM80_01906	537	Query	-	528	1.80E-166	567.9	14.9	1	1	8.30E-171	2.00E-166	567.6872559	14.87	10	520	10	536	1	537	0.95	"putative T-complex protein 1, delta subunit"		0
EDI_331030	EDI_331030	533	Query	-	528	1.80E-166	567.8	17.3	1	1	8.30E-171	2.00E-166	567.6759033	17.26	3	525	9	531	7	533	0.98	"T-complex protein 1 subunit beta, putative"		0
PFMALIP_00468	PFMALIP_00468	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
PFUGPA_05871	PFUGPA_05871	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
C923_00507	C923_00507	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
PFNF135_00476	PFNF135_00476	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
PFMC_00441	PFMC_00441	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
CK202_3771	CK202_3771	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	T-complex protein 1 subunit beta		0
PFTANZ_00508	PFTANZ_00508	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
PFAG_00376	PFAG_00376	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
PFFVO_00441	PFFVO_00441	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
PF3D7_0306800	PF3D7_0306800	533	Query	-	528	1.80E-166	567.8	9.8	1	1	9.70E-171	2.30E-166	567.4611816	9.8	7	523	9	529	4	532	0.97	T-complex protein 1 subunit beta		0
AT5G16070	AT5G16070	535	Query	-	528	1.80E-166	567.8	5.2	1	1	8.30E-171	2.00E-166	567.6794434	5.23	4	525	2	532	1	535	0.98	T-complex protein 1 subunit zeta 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7N0]		0
SORBI_3002G423500	SORBI_3002G423500	535	Query	-	528	1.80E-166	567.8	1.9	1	1	8.30E-171	2.00E-166	567.6721191	1.88	5	524	3	532	1	535	0.98	hypothetical protein		0
MSSIT_1493	MSSIT_1493	547	Query	-	528	1.90E-166	567.8	17.1	1	1	9.00E-171	2.20E-166	567.5581055	17.09	3	524	6	523	4	527	0.99	Heat shock protein 60 family chaperone GroEL		0
PFHG_01071	PFHG_01071	532	Query	-	528	1.90E-166	567.8	9.8	1	1	1.00E-170	2.50E-166	567.3706665	9.84	7	523	8	528	4	531	0.97	T-complex protein 1 subunit beta		0
PFNF54_00414	PFNF54_00414	532	Query	-	528	1.90E-166	567.8	9.8	1	1	1.00E-170	2.50E-166	567.3706665	9.84	7	523	8	528	4	531	0.97	"T-complex protein 1, beta subunit"		0
PFMG_04898	PFMG_04898	532	Query	-	528	1.90E-166	567.8	9.8	1	1	1.00E-170	2.50E-166	567.3706665	9.84	7	523	8	528	4	531	0.97	T-complex protein beta subunit		0
A4A49_31250	A4A49_31250	535	Query	-	528	1.90E-166	567.8	6.4	1	1	8.70E-171	2.10E-166	567.614563	6.38	4	524	2	532	1	535	0.98	t-complex protein 1 subunit zeta 1		0
DU50_07305	DU50_07305	545	Query	-	528	2.00E-166	567.7	18.9	1	1	9.70E-171	2.30E-166	567.4595947	18.94	3	524	6	521	4	525	0.98	thermosome subunit		24
Bra008652	Bra008652	536	Query	-	528	2.00E-166	567.7	3	1	1	9.30E-171	2.20E-166	567.5168457	2.96	4	525	2	533	1	536	0.98	"AT3G02530 (E=1e-298) | chaperonin, putative "		0
GSBRNA2T00135467001	GSBRNA2T00135467001	536	Query	-	528	2.00E-166	567.7	3	1	1	9.30E-171	2.20E-166	567.5168457	2.96	4	525	2	533	1	536	0.98			0
EMIHUDRAFT_433378	EMIHUDRAFT_433378	531	Query	-	528	2.00E-166	567.6	3	1	1	9.40E-171	2.20E-166	567.4985962	2.96	5	524	4	529	1	531	0.99	hypothetical protein		0
LPERR05G02940	LPERR05G02940	535	Query	-	528	2.10E-166	567.6	2.3	1	1	9.80E-171	2.30E-166	567.4395142	2.33	5	524	3	532	1	535	0.98			0
ABB37_01403	ABB37_01403	547	Query	-	528	2.10E-166	567.6	14.4	1	1	1.10E-170	2.60E-166	567.2717285	14.35	14	527	15	545	4	546	0.97	putative chaperonin alpha subunit		0
MSHOH_2064	MSHOH_2064	545	Query	-	528	2.10E-166	567.6	16.1	1	1	1.00E-170	2.50E-166	567.3570557	16.13	3	525	6	522	4	525	0.98	Heat shock protein 60 family chaperone GroEL		0
PFBG_00312	PFBG_00312	533	Query	-	528	2.10E-166	567.6	10.2	1	1	1.20E-170	2.80E-166	567.1983643	10.19	7	523	9	529	4	532	0.97	"T-complex protein 1, beta subunit"		0
DPX39_100016800	DPX39_100016800	536	Query	-	528	2.30E-166	567.4	16.8	1	1	1.10E-170	2.60E-166	567.2750854	16.83	9	520	8	535	1	536	0.96	T-complex protein 1		0
maker-pir_contig_237-snap-gene-0.12	maker-pir_contig_237-snap-gene-0.12	490	Query	-	528	2.40E-166	567.4	2.1	1	1	3.60E-170	8.50E-166	565.5964355	2.08	29	524	7	488	3	490	0.98	T-complex protein 1 subunit gamma.[Source:PGD;Acc:maker-pir_contig_237-snap-gene-0.12]		0
Tb10.70.7050	Tb10.70.7050	536	Query	-	528	2.40E-166	567.4	16.6	1	1	1.10E-170	2.70E-166	567.2418823	16.62	9	520	8	535	1	536	0.96	"t-complex protein 1, delta subunit, putative"		0
TEOVI_000372800	TEOVI_000372800	536	Query	-	528	2.40E-166	567.4	16.6	1	1	1.10E-170	2.70E-166	567.2418823	16.62	9	520	8	535	1	536	0.96	"T-complex protein 1, delta subunit, putative"		0
H696_03344	H696_03344	544	Query	-	528	2.40E-166	567.4	4	1	1	1.30E-170	3.10E-166	567.0611572	3.98	8	525	14	533	9	536	0.97	"T-complex protein 1, theta subunit"		0
OBART10G15610	OBART10G15610	546	Query	-	528	2.50E-166	567.3	6.9	1	1	1.30E-170	3.00E-166	567.0686646	6.92	12	519	19	545	8	546	0.96	T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A0D3HFL0]		0
TM35_000222220	TM35_000222220	542	Query	-	528	2.60E-166	567.3	11	1	1	1.30E-170	3.10E-166	567.032959	10.95	13	525	14	538	3	541	0.97	putative chaperonin alpha subunit		0
Pp3c7_530	Pp3c7_530	534	Query	-	528	2.60E-166	567.3	11.5	1	1	1.20E-170	2.90E-166	567.1176147	11.51	5	524	3	532	1	534	0.98			2
PGSY75_1357800	PGSY75_1357800	529	Query	-	528	2.60E-166	567.3	21.9	1	1	1.30E-170	3.20E-166	566.9938354	21.89	13	518	15	527	3	529	0.97	putative TCP-1/cpn60 chaperonin family		0
Bra040591	Bra040591	535	Query	-	528	2.70E-166	567.3	3.6	1	1	1.20E-170	2.90E-166	567.1103516	3.64	4	524	2	532	1	535	0.98	"AT3G02530 (E=3e-302) | chaperonin, putative "		0
EO92_15960	EO92_15960	547	Query	-	528	2.70E-166	567.3	20.2	1	1	1.40E-170	3.30E-166	566.9400635	20.21	4	524	7	523	4	526	0.98	thermosome subunit		0
SELMODRAFT_87289	SELMODRAFT_87289	533	Query	-	528	2.70E-166	567.3	8.8	1	1	1.30E-170	3.10E-166	567.0181885	8.79	25	525	2	515	1	518	0.98	T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:D8R7E3]		0
TRFO_06246	TRFO_06246	598	Query	-	528	2.70E-166	567.2	1.8	1	1	1.40E-170	3.40E-166	566.8920898	1.78	2	519	41	560	40	568	0.98	T-complex protein 1 subunit gamma		0
BN140_0150	BN140_0150	531	Query	-	528	2.90E-166	567.1	19.2	1	1	1.50E-170	3.60E-166	566.8438721	19.22	3	523	5	525	3	528	0.98	Thermosome subunit alpha		0
XU18_2014	XU18_2014	533	Query	-	528	3.00E-166	567.1	12.1	1	1	1.50E-170	3.50E-166	566.8560791	12.1	6	524	11	531	7	533	0.97	chaperonin containing t-complex protein		0
TRSC58_00649	TRSC58_00649	537	Query	-	528	3.20E-166	567	14.6	1	1	1.50E-170	3.60E-166	566.8188477	14.6	10	520	10	536	1	537	0.95	"t-complex protein 1, delta subunit"		0
LINF_320040200	LINF_320040200	546	Query	-	528	3.30E-166	566.9	12.3	1	1	1.70E-170	4.00E-166	566.6854858	12.33	13	527	14	545	3	546	0.97	chaperonin_alpha_subunit_-_putative		0
LDBPK_323470	LDBPK_323470	546	Query	-	528	3.30E-166	566.9	12.3	1	1	1.70E-170	4.00E-166	566.6854858	12.33	13	527	14	545	3	546	0.97	"chaperonin alpha subunit, putative"		0
GSHART1_T00005280001	GSHART1_T00005280001	546	Query	-	528	3.30E-166	566.9	11.7	1	1	1.60E-170	3.90E-166	566.7074585	11.67	13	527	14	545	3	546	0.97			0
Tco025E_07884	Tco025E_07884	537	Query	-	528	3.70E-166	566.8	14.4	1	1	1.80E-170	4.40E-166	566.5316772	14.45	10	520	10	536	2	537	0.96	"putative T-complex protein 1, delta subunit"		0
MOQ_006720	MOQ_006720	538	Query	-	528	3.80E-166	566.8	14.8	1	1	1.80E-170	4.20E-166	566.5922852	14.85	9	520	10	537	1	538	0.96	"T-complex protein 1, delta subunit, putative"		0
AK88_00685	AK88_00685	532	Query	-	528	3.80E-166	566.7	10.7	1	1	2.20E-170	5.20E-166	566.2922363	10.67	7	523	8	528	4	530	0.97	"T-complex protein 1, beta subunit"		0
PGSC0003DMG400024180	PGSC0003DMG400024180	535	Query	-	528	4.00E-166	566.7	6	1	1	1.90E-170	4.50E-166	566.50354	6.04	4	524	2	532	1	535	0.98	TCP domain class transcription factor [Source:PGSC_GENE;Acc:PGSC0003DMG400024180]		0
Csa_1G255160	Csa_1G255160	546	Query	-	528	4.20E-166	566.6	7.2	1	1	2.30E-170	5.40E-166	566.2406006	7.22	2	524	2	521	1	524	0.98	hypothetical protein		0
SacN8_05870	SacN8_05870	539	Query	-	528	4.30E-166	566.6	26.6	1	1	2.10E-170	5.00E-166	566.3676758	26.57	7	525	4	526	1	529	0.97	thermosome gamma subunit		0
SacRon12I_05865	SacRon12I_05865	539	Query	-	528	4.30E-166	566.6	26.6	1	1	2.10E-170	5.00E-166	566.3676758	26.57	7	525	4	526	1	529	0.97	thermosome gamma subunit		0
Saci_1203	Saci_1203	539	Query	-	528	4.30E-166	566.6	26.6	1	1	2.10E-170	5.00E-166	566.3676758	26.57	7	525	4	526	1	529	0.97	thermosome gamma subunit		0
PFNF54_04517	PFNF54_04517	525	Query	-	528	4.90E-166	566.4	20.9	1	1	2.40E-170	5.80E-166	566.1428223	20.89	13	518	11	523	2	525	0.97	"T-complex protein 1, delta subunit"		0
GNI_149350	GNI_149350	554	Query	-	528	4.90E-166	566.4	8.5	1	1	2.60E-170	6.10E-166	566.0703125	8.52	7	526	32	553	28	554	0.97	T-complex 1 subunit beta		0
HORVU7Hr1G044070	HORVU7Hr1G044070	512	Query	-	528	4.90E-166	566.4	17.7	1	2	2.80E-58	6.70E-54	196.3545532	0.84	13	139	13	139	2	145	0.95			0
HORVU7Hr1G044070	HORVU7Hr1G044070	512	Query	-	528	4.90E-166	566.4	17.7	2	2	1.90E-112	4.60E-108	375.0919495	10.69	176	524	143	508	138	512	0.97			0
PCOAH_00019980	PCOAH_00019980	532	Query	-	528	5.10E-166	566.3	10.8	1	1	2.90E-170	6.90E-166	565.8856812	10.79	7	523	8	528	4	530	0.97	T-complex protein 1		0
TraesCS6D02G383500	TraesCS6D02G383500	535	Query	-	528	5.60E-166	566.2	6.2	1	1	2.60E-170	6.20E-166	566.034729	6.2	4	524	2	532	1	535	0.98			0
Bo01155s010	Bo01155s010	535	Query	-	528	5.80E-166	566.1	3.5	1	1	2.70E-170	6.50E-166	565.9772949	3.47	4	524	2	532	1	535	0.98	"TCP-1/cpn60 chaperonin family protein [Source:TAIR;Acc:AT3G02530](projected from arabidopsis_thaliana,AT3G02530)"		0
GSBRNA2T00003648001	GSBRNA2T00003648001	535	Query	-	528	5.80E-166	566.1	3.5	1	1	2.70E-170	6.50E-166	565.9772949	3.47	4	524	2	532	1	535	0.98	BnaA05g33440D protein [Source:UniProtKB/TrEMBL;Acc:A0A078GUB9]		1
HHA_318410	HHA_318410	537	Query	-	528	5.90E-166	566.1	0.1	1	1	2.70E-170	6.50E-166	565.9690552	0.07	5	523	2	533	1	537	0.98	"TCP-1 chaperonin, putative"		0
LRC245	LRC245	536	Query	-	528	6.10E-166	566.1	24.8	1	1	3.20E-170	7.60E-166	565.7495728	24.82	6	524	9	530	4	533	0.97	chaperonin Hsp60 (GroEL-like)		0
PFMG_00695	PFMG_00695	529	Query	-	528	6.30E-166	566	21.5	1	1	3.20E-170	7.60E-166	565.7514648	21.53	13	518	15	527	3	529	0.97	T-complex protein 1		0
CK202_4370	CK202_4370	529	Query	-	528	6.30E-166	566	21.5	1	1	3.20E-170	7.60E-166	565.7514648	21.53	13	518	15	527	3	529	0.97	T-complex protein 1 subunit delta		0
PFMC_06008	PFMC_06008	529	Query	-	528	6.30E-166	566	21.5	1	1	3.20E-170	7.60E-166	565.7514648	21.53	13	518	15	527	3	529	0.97	"T-complex protein 1, delta subunit"		0
PFBG_04890	PFBG_04890	529	Query	-	528	6.30E-166	566	21.5	1	1	3.20E-170	7.60E-166	565.7514648	21.53	13	518	15	527	3	529	0.97	"T-complex protein 1, delta subunit"		0
PFAG_04925	PFAG_04925	529	Query	-	528	6.30E-166	566	21.5	1	1	3.20E-170	7.60E-166	565.7514648	21.53	13	518	15	527	3	529	0.97	"T-complex protein 1, delta subunit"		0
PF3D7_1357800	PF3D7_1357800	529	Query	-	528	6.30E-166	566	21.5	1	1	3.20E-170	7.60E-166	565.7514648	21.53	13	518	15	527	3	529	0.97	T-complex protein 1 subunit delta		0
